,cell_type,sampleID,status
48846,Arterial_Endo,control_P7,control
48847,Fib_3,control_P7,control
48848,intermediate_CM,control_P7,control
48849,damaged_CM,control_P7,control
48850,Endocardial_Endo,control_P7,control
48851,Fib_0,control_P7,control
48852,intermediate_CM,control_P7,control
48853,healthy_CM,control_P7,control
48854,healthy_CM,control_P7,control
48855,healthy_CM,control_P7,control
48856,healthy_CM,control_P7,control
48857,healthy_CM,control_P7,control
48858,damaged_CM,control_P7,control
48859,Fib_0,control_P7,control
48860,healthy_CM,control_P7,control
48861,healthy_CM,control_P7,control
48862,healthy_CM,control_P7,control
48863,Capillary_Endo,control_P7,control
48864,Capillary_Endo,control_P7,control
48865,Fib_SCARA5,control_P7,control
48866,intermediate_CM,control_P7,control
48867,intermediate_CM,control_P7,control
48868,healthy_CM,control_P7,control
48869,Capillary_Endo,control_P7,control
48870,Neuronal,control_P7,control
48871,damaged_CM,control_P7,control
48872,NK,control_P7,control
48873,intermediate_CM,control_P7,control
48874,Fib_0,control_P7,control
48875,damaged_CM,control_P7,control
48876,Venous_Endo,control_P7,control
48877,Fib_3,control_P7,control
48878,LYVE_FOLR_Macrophages,control_P7,control
48879,vCM_4,control_P7,control
48880,damaged_CM,control_P7,control
48881,Monocytes,control_P7,control
48882,LYVE_FOLR_Macrophages,control_P7,control
48883,healthy_CM,control_P7,control
48884,damaged_CM,control_P7,control
48885,vCM_3,control_P7,control
48886,intermediate_CM,control_P7,control
48887,Pericyte_1,control_P7,control
48888,Fib_0,control_P7,control
48889,Arterial_Endo,control_P7,control
48890,healthy_CM,control_P7,control
48891,healthy_CM,control_P7,control
48892,Capillary_Endo,control_P7,control
48893,Myofib,control_P7,control
48894,Myofib,control_P7,control
48895,healthy_CM,control_P7,control
48896,intermediate_CM,control_P7,control
48897,intermediate_CM,control_P7,control
48898,healthy_CM,control_P7,control
48899,intermediate_CM,control_P7,control
48900,healthy_CM,control_P7,control
48901,healthy_CM,control_P7,control
48902,Fib_0,control_P7,control
48903,healthy_CM,control_P7,control
48904,Neuronal,control_P7,control
48905,intermediate_CM,control_P7,control
48906,damaged_CM,control_P7,control
48907,intermediate_CM,control_P7,control
48908,Venous_Endo,control_P7,control
48909,Capillary_Endo,control_P7,control
48910,Capillary_Endo,control_P7,control
48911,Fib_3,control_P7,control
48912,intermediate_CM,control_P7,control
48913,healthy_CM,control_P7,control
48914,vCM_4,control_P7,control
48915,Capillary_Endo,control_P7,control
48916,healthy_CM,control_P7,control
48917,healthy_CM,control_P7,control
48918,Fib_0,control_P7,control
48919,healthy_CM,control_P7,control
48920,Fib_0,control_P7,control
48921,intermediate_CM,control_P7,control
48922,LYVE_PLTP_Macrophages,control_P7,control
48923,healthy_CM,control_P7,control
48924,healthy_CM,control_P7,control
48925,damaged_CM,control_P7,control
48926,healthy_CM,control_P7,control
48927,Pericyte_1,control_P7,control
48928,healthy_CM,control_P7,control
48929,healthy_CM,control_P7,control
48930,intermediate_CM,control_P7,control
48931,healthy_CM,control_P7,control
48932,healthy_CM,control_P7,control
48933,Fib_0,control_P7,control
48934,healthy_CM,control_P7,control
48935,healthy_CM,control_P7,control
48936,vCM_3,control_P7,control
48937,healthy_CM,control_P7,control
48938,Fib_0,control_P7,control
48939,LYVE_FOLR_Macrophages,control_P7,control
48940,damaged_CM,control_P7,control
48941,intermediate_CM,control_P7,control
48942,Neuronal,control_P7,control
48943,Capillary_Endo,control_P7,control
48944,Arterial_Endo,control_P7,control
48945,intermediate_CM,control_P7,control
48946,damaged_CM,control_P7,control
48947,Fib_0,control_P7,control
48948,healthy_CM,control_P7,control
48949,damaged_CM,control_P7,control
48950,healthy_CM,control_P7,control
48951,damaged_CM,control_P7,control
48952,Pericyte_2,control_P7,control
48953,healthy_CM,control_P7,control
48954,healthy_CM,control_P7,control
48955,Pericyte_1,control_P7,control
48956,healthy_CM,control_P7,control
48957,healthy_CM,control_P7,control
48958,healthy_CM,control_P7,control
48959,healthy_CM,control_P7,control
48960,intermediate_CM,control_P7,control
48961,damaged_CM,control_P7,control
48962,intermediate_CM,control_P7,control
48963,healthy_CM,control_P7,control
48964,Fib_0,control_P7,control
48965,intermediate_CM,control_P7,control
48966,healthy_CM,control_P7,control
48967,healthy_CM,control_P7,control
48968,healthy_CM,control_P7,control
48969,intermediate_CM,control_P7,control
48970,intermediate_CM,control_P7,control
48971,damaged_CM,control_P7,control
48972,Venous_Endo,control_P7,control
48973,healthy_CM,control_P7,control
48974,healthy_CM,control_P7,control
48975,healthy_CM,control_P7,control
48976,intermediate_CM,control_P7,control
48977,LYVE_FOLR_Macrophages,control_P7,control
48978,healthy_CM,control_P7,control
48979,Capillary_Endo,control_P7,control
48980,damaged_CM,control_P7,control
48981,Capillary_Endo,control_P7,control
48982,damaged_CM,control_P7,control
48983,Arterial_Endo,control_P7,control
48984,LYVE_FOLR_Macrophages,control_P7,control
48985,intermediate_CM,control_P7,control
48986,Capillary_Endo,control_P7,control
48987,healthy_CM,control_P7,control
48988,CD4,control_P7,control
48989,Myofib,control_P7,control
48990,Monocytes,control_P7,control
48991,damaged_CM,control_P7,control
48992,Monocytes,control_P7,control
48993,healthy_CM,control_P7,control
48994,intermediate_CM,control_P7,control
48995,intermediate_CM,control_P7,control
48996,intermediate_CM,control_P7,control
48997,damaged_CM,control_P7,control
48998,healthy_CM,control_P7,control
48999,vCM_3,control_P7,control
49000,intermediate_CM,control_P7,control
49001,healthy_CM,control_P7,control
49002,Fib_0,control_P7,control
49003,damaged_CM,control_P7,control
49004,healthy_CM,control_P7,control
49005,intermediate_CM,control_P7,control
49006,healthy_CM,control_P7,control
49007,damaged_CM,control_P7,control
49008,healthy_CM,control_P7,control
49009,intermediate_CM,control_P7,control
49010,healthy_CM,control_P7,control
49011,Pericyte_1,control_P7,control
49012,Myofib,control_P7,control
49013,SPP1_Macrophages,control_P7,control
49014,damaged_CM,control_P7,control
49015,vSMCs_1,control_P7,control
49016,healthy_CM,control_P7,control
49017,healthy_CM,control_P7,control
49018,damaged_CM,control_P7,control
49019,vCM_4,control_P7,control
49020,Fib_0,control_P7,control
49021,damaged_CM,control_P7,control
49022,intermediate_CM,control_P7,control
49023,healthy_CM,control_P7,control
49024,intermediate_CM,control_P7,control
49025,Capillary_Endo,control_P7,control
49026,healthy_CM,control_P7,control
49027,intermediate_CM,control_P7,control
49028,intermediate_CM,control_P7,control
49029,Arterial_Endo,control_P7,control
49030,Arterial_Endo,control_P7,control
49031,NK,control_P7,control
49032,Pericyte_1,control_P7,control
49033,healthy_CM,control_P7,control
49034,vCM_4,control_P7,control
49035,Venous_Endo,control_P7,control
49036,healthy_CM,control_P7,control
49037,Venous_Endo,control_P7,control
49038,CD4,control_P7,control
49039,Pericyte_2,control_P7,control
49040,vCM_4,control_P7,control
49041,vCM_3,control_P7,control
49042,Capillary_Endo,control_P7,control
49043,intermediate_CM,control_P7,control
49044,healthy_CM,control_P7,control
49045,healthy_CM,control_P7,control
49046,LYVE_FOLR_Macrophages,control_P7,control
49047,intermediate_CM,control_P7,control
49048,Fib_0,control_P7,control
49049,LYVE_PLTP_Macrophages,control_P7,control
49050,vCM_4,control_P7,control
49051,Capillary_Endo,control_P7,control
49052,damaged_CM,control_P7,control
49053,intermediate_CM,control_P7,control
49054,Fib_3,control_P7,control
49055,Fib_0,control_P7,control
49056,intermediate_CM,control_P7,control
49057,healthy_CM,control_P7,control
49058,Pericyte_1,control_P7,control
49059,intermediate_CM,control_P7,control
49060,Monocytes,control_P7,control
49061,LYVE_FOLR_Macrophages,control_P7,control
49062,LYVE_PLTP_Macrophages,control_P7,control
49063,vCM_3,control_P7,control
49064,Myofib,control_P7,control
49065,vCM_3,control_P7,control
49066,healthy_CM,control_P7,control
49067,prolif,control_P7,control
49068,intermediate_CM,control_P7,control
49069,intermediate_CM,control_P7,control
49070,healthy_CM,control_P7,control
49071,damaged_CM,control_P7,control
49072,healthy_CM,control_P7,control
49073,healthy_CM,control_P7,control
49074,Fib_SCARA5,control_P7,control
49075,healthy_CM,control_P7,control
49076,Fib_SCARA5,control_P7,control
49077,intermediate_CM,control_P7,control
49078,damaged_CM,control_P7,control
49079,healthy_CM,control_P7,control
49080,healthy_CM,control_P7,control
49081,damaged_CM,control_P7,control
49082,Mast,control_P7,control
49083,intermediate_CM,control_P7,control
49084,Lymphatic_Endo,control_P7,control
49085,healthy_CM,control_P7,control
49086,Fib_SCARA5,control_P7,control
49087,Pericyte_1,control_P7,control
49088,healthy_CM,control_P7,control
49089,damaged_CM,control_P7,control
49090,healthy_CM,control_P7,control
49091,healthy_CM,control_P7,control
49092,healthy_CM,control_P7,control
49093,healthy_CM,control_P7,control
49094,healthy_CM,control_P7,control
49095,Capillary_Endo,control_P7,control
49096,damaged_CM,control_P7,control
49097,intermediate_CM,control_P7,control
49098,healthy_CM,control_P7,control
49099,vCM_3,control_P7,control
49100,perivascular_fibroblasts,control_P7,control
49101,healthy_CM,control_P7,control
49102,Pericyte_1,control_P7,control
49103,intermediate_CM,control_P7,control
49104,healthy_CM,control_P7,control
49105,damaged_CM,control_P7,control
49106,healthy_CM,control_P7,control
49107,Venous_Endo,control_P7,control
49108,Arterial_Endo,control_P7,control
49109,intermediate_CM,control_P7,control
49110,Venous_Endo,control_P7,control
49111,Fib_SCARA5,control_P7,control
49112,damaged_CM,control_P7,control
49113,Capillary_Endo,control_P7,control
49114,healthy_CM,control_P7,control
49115,healthy_CM,control_P7,control
49116,Myofib,control_P7,control
49117,Fib_0,control_P7,control
49118,Myofib,control_P7,control
49119,healthy_CM,control_P7,control
49120,damaged_CM,control_P7,control
49121,healthy_CM,control_P7,control
49122,intermediate_CM,control_P7,control
49123,healthy_CM,control_P7,control
49124,healthy_CM,control_P7,control
49125,healthy_CM,control_P7,control
49126,Fib_0,control_P7,control
49127,intermediate_CM,control_P7,control
49128,Fib_0,control_P7,control
49129,healthy_CM,control_P7,control
49130,intermediate_CM,control_P7,control
49131,Pericyte_1,control_P7,control
49132,healthy_CM,control_P7,control
49133,Fib_0,control_P7,control
49134,healthy_CM,control_P7,control
49135,healthy_CM,control_P7,control
49136,Fib_0,control_P7,control
49137,intermediate_CM,control_P7,control
49138,intermediate_CM,control_P7,control
49139,Venous_Endo,control_P7,control
49140,vCM_3,control_P7,control
49141,healthy_CM,control_P7,control
49142,Arterial_Endo,control_P7,control
49143,intermediate_CM,control_P7,control
49144,Fib_0,control_P7,control
49145,Fib_0,control_P7,control
49146,healthy_CM,control_P7,control
49147,healthy_CM,control_P7,control
49148,intermediate_CM,control_P7,control
49149,Venous_Endo,control_P7,control
49150,Capillary_Endo,control_P7,control
49151,Fib_0,control_P7,control
49152,healthy_CM,control_P7,control
49153,Fib_SCARA5,control_P7,control
49154,intermediate_CM,control_P7,control
49155,intermediate_CM,control_P7,control
49156,Pericyte_1,control_P7,control
49157,damaged_CM,control_P7,control
49158,intermediate_CM,control_P7,control
49159,LYVE_PLTP_Macrophages,control_P7,control
49160,intermediate_CM,control_P7,control
49161,intermediate_CM,control_P7,control
49162,intermediate_CM,control_P7,control
49163,damaged_CM,control_P7,control
49164,vSMCs_1,control_P7,control
49165,damaged_CM,control_P7,control
49166,healthy_CM,control_P7,control
49167,healthy_CM,control_P7,control
49168,Arterial_Endo,control_P7,control
49169,damaged_CM,control_P7,control
49170,Pericyte_1,control_P7,control
49171,healthy_CM,control_P7,control
49172,healthy_CM,control_P7,control
49173,healthy_CM,control_P7,control
49174,Monocytes,control_P7,control
49175,Pericyte_1,control_P7,control
49176,healthy_CM,control_P7,control
49177,intermediate_CM,control_P7,control
49178,healthy_CM,control_P7,control
49179,Pericyte_1,control_P7,control
49180,vSMCs_1,control_P7,control
49181,intermediate_CM,control_P7,control
49182,intermediate_CM,control_P7,control
49183,LYVE_PLTP_Macrophages,control_P7,control
49184,Capillary_Endo,control_P7,control
49185,LYVE_PLTP_Macrophages,control_P7,control
49186,Venous_Endo,control_P7,control
49187,intermediate_CM,control_P7,control
49188,healthy_CM,control_P7,control
49189,Fib_0,control_P7,control
49190,Myofib,control_P7,control
49191,Myofib,control_P7,control
49192,Myofib,control_P7,control
49193,healthy_CM,control_P7,control
49194,healthy_CM,control_P7,control
49195,LYVE_PLTP_Macrophages,control_P7,control
49196,healthy_CM,control_P7,control
49197,Arterial_Endo,control_P7,control
49198,Fib_0,control_P7,control
49199,healthy_CM,control_P7,control
49200,intermediate_CM,control_P7,control
49201,damaged_CM,control_P7,control
49202,CCL18_Macrophages,control_P7,control
49203,intermediate_CM,control_P7,control
49204,LYVE_FOLR_Macrophages,control_P7,control
49205,Monocytes,control_P7,control
49206,intermediate_CM,control_P7,control
49207,Venous_Endo,control_P7,control
49208,Neuronal,control_P7,control
49209,Fib_0,control_P7,control
49210,intermediate_CM,control_P7,control
49211,damaged_CM,control_P7,control
49212,intermediate_CM,control_P7,control
49213,intermediate_CM,control_P7,control
49214,healthy_CM,control_P7,control
49215,intermediate_CM,control_P7,control
49216,Venous_Endo,control_P7,control
49217,healthy_CM,control_P7,control
49218,healthy_CM,control_P7,control
49219,damaged_CM,control_P7,control
49220,Capillary_Endo,control_P7,control
49221,healthy_CM,control_P7,control
49222,Myofib,control_P7,control
49223,healthy_CM,control_P7,control
49224,intermediate_CM,control_P7,control
49225,healthy_CM,control_P7,control
49226,healthy_CM,control_P7,control
49227,Fib_SCARA5,control_P7,control
49228,Neuronal,control_P7,control
49229,healthy_CM,control_P7,control
49230,Monocytes,control_P7,control
49231,CD4,control_P7,control
49232,Pericyte_1,control_P7,control
49233,Fib_0,control_P7,control
49234,Fib_0,control_P7,control
49235,LYVE_FOLR_Macrophages,control_P7,control
49236,Fib_0,control_P7,control
49237,intermediate_CM,control_P7,control
49238,intermediate_CM,control_P7,control
49239,intermediate_CM,control_P7,control
49240,Myofib,control_P7,control
49241,healthy_CM,control_P7,control
49242,Capillary_Endo,control_P7,control
49243,intermediate_CM,control_P7,control
49244,healthy_CM,control_P7,control
49245,healthy_CM,control_P7,control
49246,Myofib,control_P7,control
49247,healthy_CM,control_P7,control
49248,intermediate_CM,control_P7,control
49249,damaged_CM,control_P7,control
49250,Arterial_Endo,control_P7,control
49251,healthy_CM,control_P7,control
49252,healthy_CM,control_P7,control
49253,Pericyte_1,control_P7,control
49254,healthy_CM,control_P7,control
49255,Monocytes,control_P7,control
49256,LYVE_FOLR_Macrophages,control_P7,control
49257,healthy_CM,control_P7,control
49258,damaged_CM,control_P7,control
49259,LYVE_FOLR_Macrophages,control_P7,control
49260,healthy_CM,control_P7,control
49261,damaged_CM,control_P7,control
49262,healthy_CM,control_P7,control
49263,healthy_CM,control_P7,control
49264,Myofib,control_P7,control
49265,Pericyte_2,control_P7,control
49266,vCM_3,control_P7,control
49267,SPP1_Macrophages,control_P7,control
49268,healthy_CM,control_P7,control
49269,Endocardial_Endo,control_P7,control
49270,Fib_3,control_P7,control
49271,intermediate_CM,control_P7,control
49272,healthy_CM,control_P7,control
49273,healthy_CM,control_P7,control
49274,Venous_Endo,control_P7,control
49275,damaged_CM,control_P7,control
49276,Pericyte_1,control_P7,control
49277,vCM_4,control_P7,control
49278,Myofib,control_P7,control
49279,healthy_CM,control_P7,control
49280,Pericyte_1,control_P7,control
49281,healthy_CM,control_P7,control
49282,healthy_CM,control_P7,control
49283,damaged_CM,control_P7,control
49284,Mast,control_P7,control
49285,Monocytes,control_P7,control
49286,Fib_SCARA5,control_P7,control
49287,Venous_Endo,control_P7,control
49288,intermediate_CM,control_P7,control
49289,Fib_0,control_P7,control
49290,damaged_CM,control_P7,control
49291,healthy_CM,control_P7,control
49292,Fib_3,control_P7,control
49293,Monocytes,control_P7,control
49294,Monocytes,control_P7,control
49295,healthy_CM,control_P7,control
49296,healthy_CM,control_P7,control
49297,Fib_3,control_P7,control
49298,intermediate_CM,control_P7,control
49299,Fib_0,control_P7,control
49300,Fib_0,control_P7,control
49301,Arterial_Endo,control_P7,control
49302,intermediate_CM,control_P7,control
49303,healthy_CM,control_P7,control
49304,healthy_CM,control_P7,control
49305,healthy_CM,control_P7,control
49306,Pericyte_2,control_P7,control
49307,healthy_CM,control_P7,control
49308,damaged_CM,control_P7,control
49309,Fib_0,control_P7,control
49310,Myofib,control_P7,control
49311,healthy_CM,control_P7,control
49312,Capillary_Endo,control_P7,control
49313,CD8,control_P7,control
49314,healthy_CM,control_P7,control
49315,intermediate_CM,control_P7,control
49316,Pericyte_1,control_P7,control
49317,intermediate_CM,control_P7,control
49318,healthy_CM,control_P7,control
49319,healthy_CM,control_P7,control
49320,Myofib,control_P7,control
49321,healthy_CM,control_P7,control
49322,Fib_0,control_P7,control
49323,healthy_CM,control_P7,control
49324,Myofib,control_P7,control
49325,healthy_CM,control_P7,control
49326,Myofib,control_P7,control
49327,healthy_CM,control_P7,control
49328,Capillary_Endo,control_P7,control
49329,healthy_CM,control_P7,control
49330,healthy_CM,control_P7,control
49331,healthy_CM,control_P7,control
49332,intermediate_CM,control_P7,control
49333,healthy_CM,control_P7,control
49334,CCL18_Macrophages,control_P7,control
49335,healthy_CM,control_P7,control
49336,healthy_CM,control_P7,control
49337,intermediate_CM,control_P7,control
49338,intermediate_CM,control_P7,control
49339,intermediate_CM,control_P7,control
49340,Pericyte_2,control_P7,control
49341,intermediate_CM,control_P7,control
49342,Pericyte_1,control_P7,control
49343,healthy_CM,control_P7,control
49344,vCM_3,control_P7,control
49345,healthy_CM,control_P7,control
49346,CD4,control_P7,control
49347,damaged_CM,control_P7,control
49348,intermediate_CM,control_P7,control
49349,healthy_CM,control_P7,control
49350,Capillary_Endo,control_P7,control
49351,healthy_CM,control_P7,control
49352,healthy_CM,control_P7,control
49353,Fib_0,control_P7,control
49354,healthy_CM,control_P7,control
49355,healthy_CM,control_P7,control
49356,Arterial_Endo,control_P7,control
49357,Venous_Endo,control_P7,control
49358,damaged_CM,control_P7,control
49359,healthy_CM,control_P7,control
49360,intermediate_CM,control_P7,control
49361,damaged_CM,control_P7,control
49362,healthy_CM,control_P7,control
49363,healthy_CM,control_P7,control
49364,healthy_CM,control_P7,control
49365,healthy_CM,control_P7,control
49366,healthy_CM,control_P7,control
49367,prolif,control_P7,control
49368,Arterial_Endo,control_P7,control
49369,healthy_CM,control_P7,control
49370,Fib_0,control_P7,control
49371,intermediate_CM,control_P7,control
49372,healthy_CM,control_P7,control
49373,intermediate_CM,control_P7,control
49374,healthy_CM,control_P7,control
49375,Fib_3,control_P7,control
49376,intermediate_CM,control_P7,control
49377,Fib_0,control_P7,control
49378,intermediate_CM,control_P7,control
49379,Endocardial_Endo,control_P7,control
49380,Arterial_Endo,control_P7,control
49381,damaged_CM,control_P7,control
49382,healthy_CM,control_P7,control
49383,healthy_CM,control_P7,control
49384,healthy_CM,control_P7,control
