Gene stable ID,HGNC ID,HGNC symbol,Gene name,Chromosome/scaffold name
ENSG00000172342,HGNC:38111,CSPG4P3Y,CSPG4P3Y,Y
ENSG00000284071,,,,Y
ENSG00000274234,HGNC:46834,RN7SL818P,RN7SL818P,Y
ENSG00000225491,HGNC:38429,UBE2Q2P4Y,UBE2Q2P4Y,Y
ENSG00000224827,HGNC:38523,LINC00265-2P,LINC00265-2P,Y
ENSG00000233740,HGNC:23935,CICP2,CICP2,Y
ENSG00000248792,HGNC:51708,SEPTIN14P22,SEPTIN14P22,Y
ENSG00000279274,,,,Y
ENSG00000234399,HGNC:23901,RBMY2XP,RBMY2XP,Y
ENSG00000227439,HGNC:31889,TTTY17B,TTTY17B,Y
ENSG00000224210,HGNC:38430,TRIM60P5Y,TRIM60P5Y,Y
ENSG00000232003,HGNC:38431,ZNF736P12Y,ZNF736P12Y,Y
ENSG00000235412,HGNC:31891,TTTY4B,TTTY4B,Y
ENSG00000183795,HGNC:25449,BPY2B,BPY2B,Y
ENSG00000240566,,,,Y
ENSG00000236379,HGNC:38464,ZNF736P4Y,ZNF736P4Y,Y
ENSG00000274899,,,,Y
ENSG00000223641,HGNC:31890,TTTY17C,TTTY17C,Y
ENSG00000227633,HGNC:23902,RBMY2YP,RBMY2YP,Y
ENSG00000279115,,,,Y
ENSG00000228786,HGNC:51709,SEPTIN14P23,SEPTIN14P23,Y
ENSG00000233652,HGNC:23936,CICP1,CICP1,Y
ENSG00000233944,HGNC:38536,LINC00265-3P,LINC00265-3P,Y
ENSG00000223636,HGNC:38466,UBE2Q2P5Y,UBE2Q2P5Y,Y
ENSG00000172297,HGNC:32426,GOLGA2P3Y,GOLGA2P3Y,Y
ENSG00000278242,HGNC:46741,RN7SL725P,RN7SL725P,Y
ENSG00000284380,,,,Y
ENSG00000172294,HGNC:38535,CSPG4P4Y,CSPG4P4Y,Y
ENSG00000240450,HGNC:16478,CSPG4P1Y,CSPG4P1Y,Y
ENSG00000239304,HGNC:38801,DNM1P48,DNM1P48,Y
ENSG00000233619,,,,Y
ENSG00000197092,HGNC:38117,GOLGA6L16P,GOLGA6L16P,Y
ENSG00000235583,,,,Y
ENSG00000237823,HGNC:23863,CDY19P,CDY19P,Y
ENSG00000229709,HGNC:38780,USP9YP36,USP9YP36,Y
ENSG00000232064,HGNC:38777,USP9YP33,USP9YP33,Y
ENSG00000225609,HGNC:23864,CDY20P,CDY20P,Y
ENSG00000270535,HGNC:49175,ELOCP34,ELOCP34,Y
ENSG00000225287,HGNC:23885,OFD1P13Y,OFD1P13Y,Y
ENSG00000225256,HGNC:10714,TRAPPC2P5,TRAPPC2P5,Y
ENSG00000223856,HGNC:38106,RAB9AP2,RAB9AP2,Y
ENSG00000235004,HGNC:38766,USP9YP30,USP9YP30,Y
ENSG00000252426,HGNC:48449,RNU1-107P,RNU1-107P,Y
ENSG00000231141,HGNC:16480,TTTY3,TTTY3,Y
ENSG00000232614,HGNC:38435,USP9YP9,USP9YP9,Y
ENSG00000225326,HGNC:38755,USP9YP19,USP9YP19,Y
ENSG00000223406,HGNC:23912,XKRYP5,XKRYP5,Y
ENSG00000215506,HGNC:38077,TPTE2P4,TPTE2P4,Y
ENSG00000224240,HGNC:23943,CYCSP49,CYCSP49,Y
ENSG00000227629,HGNC:18497,SLC25A15P1,SLC25A15P1,Y
ENSG00000237917,HGNC:18500,PARP4P1,PARP4P1,Y
ENSG00000231514,HGNC:38436,CCNQP2,CCNQP2,Y
ENSG00000172288,HGNC:1809,CDY1,CDY1,Y
ENSG00000233803,HGNC:37287,TSPY4,TSPY4,Y
ENSG00000226941,HGNC:23917,RBMY1J,RBMY1J,Y
ENSG00000238074,HGNC:37472,TSPY9,TSPY9,Y
ENSG00000289826,,,,Y
ENSG00000239893,HGNC:38408,ZNF736P9Y,ZNF736P9Y,Y
ENSG00000242875,HGNC:23914,RBMY1B,RBMY1B,Y
ENSG00000234414,HGNC:9912,RBMY1A1,RBMY1A1,Y
ENSG00000234795,HGNC:23971,RFTN1P1,RFTN1P1,Y
ENSG00000290323,,,,Y
ENSG00000225516,HGNC:37467,FAM197Y5,FAM197Y5,Y
ENSG00000290330,HGNC:37467,FAM197Y5,FAM197Y5,Y
ENSG00000234803,HGNC:18848,FAM197Y2,FAM197Y2,Y
ENSG00000290332,,,,Y
ENSG00000243040,HGNC:23891,RBMY2FP,RBMY2FP,Y
ENSG00000290336,,,RBMY2FP,Y
ENSG00000173357,,,,Y
ENSG00000290342,,,,Y
ENSG00000236718,HGNC:23895,RBMY2QP,RBMY2QP,Y
ENSG00000290344,,,,Y
ENSG00000224657,HGNC:9918,RBMY2BP,RBMY2BP,Y
ENSG00000290348,,,,Y
ENSG00000250204,HGNC:37983,TTTY23B,TTTY23B,Y
ENSG00000290369,HGNC:37983,TTTY23B,TTTY23B,Y
ENSG00000274196,HGNC:37466,FAM197Y4,FAM197Y4,Y
ENSG00000290373,HGNC:37466,FAM197Y4,FAM197Y4,Y
ENSG00000225685,HGNC:23907,TSPY5P,TSPY5P,Y
ENSG00000290378,,,,Y
ENSG00000180910,HGNC:18492,TTTY11,TTTY11,Y
ENSG00000290381,HGNC:18492,TTTY11,TTTY11,Y
ENSG00000224060,HGNC:720,ARSLP1,ARSLP1,Y
ENSG00000290435,,,,Y
ENSG00000234830,HGNC:37477,FAM197Y9,FAM197Y9,Y
ENSG00000290448,HGNC:37477,FAM197Y9,FAM197Y9,Y
ENSG00000230066,HGNC:37465,FAM197Y3,FAM197Y3,Y
ENSG00000290607,HGNC:37465,FAM197Y3,FAM197Y3,Y
ENSG00000242153,HGNC:13657,OFD1P6Y,OFD1P6Y,Y
ENSG00000290716,HGNC:18490,TTTY9A,TTTY9A,Y
ENSG00000250868,HGNC:18571,XKRY,XKRY,Y
ENSG00000290724,,,XKRY,Y
ENSG00000244646,HGNC:23922,XKRY2,XKRY2,Y
ENSG00000290725,,,XKRY2,Y
ENSG00000282909,,,,Y
ENSG00000290726,,,,Y
ENSG00000290840,HGNC:34022,XGY2,XGY2,Y
ENSG00000227289,HGNC:37119,HSFY3P,HSFY3P,Y
ENSG00000290841,,,,Y
ENSG00000235462,HGNC:37723,TAB3P1,TAB3P1,Y
ENSG00000290852,,,,Y
ENSG00000241859,HGNC:6214,ANOS2P,ANOS2P,Y
ENSG00000290853,,,,Y
ENSG00000223637,HGNC:23890,RBMY2EP,RBMY2EP,Y
ENSG00000290954,,,,Y
ENSG00000239533,HGNC:16479,GOLGA2P2Y,GOLGA2P2Y,Y
ENSG00000291016,HGNC:16479,GOLGA2P2Y,GOLGA2P2Y,Y
ENSG00000215580,HGNC:23953,BCORP1,BCORP1,Y
ENSG00000291031,,,BCORP1,Y
ENSG00000278212,,,,Y
ENSG00000291032,,,,Y
ENSG00000131002,HGNC:18473,TXLNGY,TXLNGY,Y
ENSG00000291033,,,TXLNGY,Y
ENSG00000206159,HGNC:4701,GYG2P1,GYG2P1,Y
ENSG00000291034,,,,Y
